time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,schools_with_sixth_form_capacity_reported,reported_sixth_form_places,sixth_form_pupils_on_roll
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,4,878,781
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,41,9635,6969
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,10,2356,1620
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,36,9545,7102
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,20,4297,3249
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,22,6072,4295
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,59,13587,10332
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,21,3772,3514
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,4,964,701
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,12,3034,2143
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,10,2460,1957
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,17,4008,3394
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,19,4269,2803
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,40,8177,6019
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,4,1200,707
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",3,540,347
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,24,5515,3957
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,7,1272,886
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,7,1716,1649
202122,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,25,7079,5836
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,3,800,580
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,6,1805,1287
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,10,3039,2368
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,17,4840,3369
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,13,3430,2791
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,55,15377,11808
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,10,2998,2808
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,4,1350,961
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,78,21921,17244
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,25,7276,5165
202122,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,18,5010,3752
202122,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,36,8997,8086
202122,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,11,3968,3325
202122,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,8,2189,1453
202122,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,5,1424,825
202122,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,7,1928,1899
202122,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,1,250,207
202122,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,2,330,307
