time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,pupil_forecast_and_202324_actuals
202829,Academic year,Regional,E92000001,England,E12000002,North West,,,,Primary,15604
202829,Academic year,Regional,E92000001,England,E12000002,North West,,,,Secondary,22570
202829,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Total,25383
202829,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary,10859
202829,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Secondary,14524
202829,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Total,21487
202829,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary,8759
202829,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Secondary,12728
202829,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,30772
202829,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,13573
202829,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,17199
202829,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Total,25884
202829,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Primary,10114
202829,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,15770
202829,Academic year,Regional,E92000001,England,E12000007,London,,,,Total,41921
202829,Academic year,Regional,E92000001,England,E12000007,London,,,,Primary,20164
202829,Academic year,Regional,E92000001,England,E12000007,London,,,,Secondary,21757
202829,Academic year,Regional,E92000001,England,E12000008,South East,,,,Total,45705
202829,Academic year,Regional,E92000001,England,E12000008,South East,,,,Primary,17602
202829,Academic year,Regional,E92000001,England,E12000008,South East,,,,Secondary,28103
202829,Academic year,Regional,E92000001,England,E12000009,South West,,,,Total,28433
202829,Academic year,Regional,E92000001,England,E12000009,South West,,,,Primary,11500
202829,Academic year,Regional,E92000001,England,E12000009,South West,,,,Secondary,16933
202829,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Total,13014
202829,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,6087
202829,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,6927
202829,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Total,28907
202829,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,14077
202829,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,14830
202829,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,811
202829,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary,461
202829,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Secondary,350
202829,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Total,2119
202829,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary,1049
202829,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Secondary,1070
202829,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Total,865
202829,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary,278
202829,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Secondary,587
202829,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Total,1332
202829,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary,533
202829,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Secondary,799
202829,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Total,1217
202829,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary,564
202829,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Secondary,653
202829,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,504
202829,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,143
202829,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,361
202829,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,1409
202829,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,730
202829,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Secondary,679
202829,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,1102
202829,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,484
202829,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Secondary,618
202829,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,1061
202829,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary,446
202829,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Secondary,615
202829,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Total,2412
202829,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary,769
202829,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Secondary,1643
202829,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,371
202829,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary,141
202829,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Secondary,230
202829,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Total,2294
202829,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary,745
202829,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Secondary,1549
202829,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,726
202829,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary,213
202829,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Secondary,513
202829,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,2391
202829,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary,1206
202829,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,1185
202829,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,935
202829,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,429
202829,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,506
202829,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,2113
202829,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,826
202829,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,1287
202829,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,2904
202829,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,1222
202829,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,1682
202829,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,1421
202829,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,569
202829,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,852
202829,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,1106
202829,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,423
202829,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,683
202829,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,3234
202829,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,1308
202829,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,1926
202829,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,1817
202829,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary,1092
202829,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Secondary,725
202829,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,1103
202829,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary,441
202829,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Secondary,662
202829,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,1560
202829,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary,758
202829,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Secondary,802
202829,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,1696
202829,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary,551
202829,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Secondary,1145
202829,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,1614
202829,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary,712
202829,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Secondary,902
202829,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,1243
202829,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary,655
202829,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Secondary,588
202829,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,1458
202829,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary,637
202829,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Secondary,821
202829,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,855
202829,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary,430
202829,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Secondary,425
202829,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,1034
202829,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary,509
202829,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Secondary,525
202829,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,4389
202829,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary,636
202829,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Secondary,3753
202829,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,1115
202829,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary,576
202829,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Secondary,539
202829,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,1007
202829,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary,443
202829,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Secondary,564
202829,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,1586
202829,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary,724
202829,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Secondary,862
202829,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,1474
202829,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary,675
202829,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Secondary,799
202829,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Total,899
202829,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Primary,337
202829,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Secondary,562
202829,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Total,494
202829,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Primary,232
202829,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Secondary,262
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,947
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary,308
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Secondary,639
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Total,1239
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary,658
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Secondary,581
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Total,1459
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary,531
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,928
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Total,2240
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,802
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,1438
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Total,4342
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,2222
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,2120
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Total,1335
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,799
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,536
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Total,1637
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,593
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,1044
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Total,2834
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,1025
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,1809
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Total,2005
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,805
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,1200
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Total,1176
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,489
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,687
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Total,1368
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,618
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,750
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Total,662
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,375
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Secondary,287
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Total,692
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,311
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,381
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Total,2854
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Primary,1090
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Secondary,1764
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Total,593
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,233
202829,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,360
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,4002
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,1687
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,2315
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,998
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,348
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Secondary,650
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,2762
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,1130
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,1632
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,2344
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,1088
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,1256
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,173
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary,90
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Secondary,83
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,2723
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,850
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,1873
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,663
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary,223
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Secondary,440
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,3326
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary,1401
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Secondary,1925
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Total,1860
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Primary,784
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Secondary,1076
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Total,2636
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Primary,1158
202829,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Secondary,1478
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,6371
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary,2852
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Secondary,3519
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,1776
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary,866
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Secondary,910
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,1090
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary,573
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Secondary,517
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,2576
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary,931
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Secondary,1645
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,1314
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary,544
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Secondary,770
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,1744
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary,921
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Secondary,823
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,1473
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary,785
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Secondary,688
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,4448
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary,1745
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Secondary,2703
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Total,1661
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary,734
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Secondary,927
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,757
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary,341
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Secondary,416
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,2602
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary,1217
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Secondary,1385
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,1136
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary,483
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Secondary,653
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,1012
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary,506
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Secondary,506
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Total,2812
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,1075
202829,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,1737
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,1621
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,708
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,913
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,439
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,220
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,219
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,1175
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,477
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,698
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,2694
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,909
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,1785
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,1447
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,806
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,641
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,4935
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,1781
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,3154
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,954
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary,346
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Secondary,608
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,1559
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary,760
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Secondary,799
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,5602
202829,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary,1938
